Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2025-05-25
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
2013-10-15;1200;null;5;null;10;17;927.9;1016.2;21.2;18.9;17.2;78;18;4.1;50
2013-10-15;1800;null;5;null;10;0;926.1;1014.3;23.8;20.2;18.4;72;14;5;20
2013-10-16;0000;null;7;null;10;0;928.8;1017.9;18;17.2;16.7;92;18;4.1;10
2013-10-16;1200;null;7;null;10;4.5;927.7;1016.9;18.5;17.6;17;91;18;2.1;10
2013-10-16;1800;null;7;null;10;22;925.5;1014.6;18.6;18.1;17.8;95;14;1;10
2013-10-17;0000;null;7;null;10;11.8;925.9;1015;17.5;17.1;16.9;96;14;3.3;20
2013-10-17;1200;null;7;null;10;.2;924.8;1013.9;17.9;16.6;15.7;87;14;1.3;10
2013-10-17;1800;null;5;null;10;0;921.5;1010;20.8;18;16.4;76;14;2.6;10
2013-10-18;0000;null;7;null;10;0;923.3;1012.2;17.2;16.7;16.4;95;14;2.3;5
2013-10-18;1200;0;2;2;9;0;921.6;1009.9;21.9;18.8;16.6;72;14;1.3;70
2013-10-18;1800;1;2;3;6;2.3;919.6;1007.7;22.6;19;17.1;71;27;4.1;70
2013-10-19;0000;1;5;0;5;0;921.6;1009.6;19.2;17.5;16.4;84;14;.8;50
2013-10-19;1200;0;0;0;0;13.2;922.7;1011;21.6;17.6;15.2;67;5;.8;70
2013-10-19;1800;null;5;null;10;0;920.6;1008.8;23.4;19.2;16.9;67;14;4.5;10
2013-10-20;0000;0;0;0;0;0;922.8;1011.2;18.2;16.5;15.5;84;14;1.6;10
2013-10-20;1200;0;0;0;0;0;924.4;1013.1;20;17.6;16.2;79;5;3.3;70
2013-10-20;1800;0;1;0;3;0;921.9;1009.5;30.1;18;9.6;28;32;4.6;70
2013-10-21;0000;0;0;0;0;0;923.2;1011.2;23.6;17.3;13.2;52;5;1.6;50
2013-10-21;1200;2;0;1;4;0;924.6;1012.5;23.5;18.7;13.5;53;5;1.5;60
2013-10-21;1800;2;2;1;9;0;922;1009;32.1;21.8;16.9;40;32;4.6;70
2013-10-22;0000;0;5;0;9;0;923.2;1010.4;28.5;21.5;18;53;27;1.6;50
2013-10-22;1200;2;0;1;9;1.8;925.3;1012.8;22.7;19.1;17.3;71;14;2.6;50
2013-10-22;1800;null;5;null;10;0;924.8;1013.2;20.8;18.9;18;84;14;3.3;50
2013-10-23;0000;null;5;null;10;0;926.6;1015.2;19.5;18;16.2;86;14;3.3;50
2013-10-23;1200;0;0;3;8;0;927.5;1016.2;22.4;19.3;17.5;74;14;2.8;60
2013-10-23;1800;null;7;null;10;0;925.2;1013.3;26.3;21.1;18.5;62;14;4.1;70
2013-10-24;0000;1;0;3;5;0;925.9;1013.9;24.7;20.3;18;66;32;1.6;50
2013-10-24;1200;8;0;1;8;0;927.2;1014.8;27.1;20.5;17.1;54;32;1.6;60
2013-10-24;1800;2;2;1;8;0;924.8;1011.8;31.9;21.9;16.7;40;32;2.3;50
2013-10-25;0000;null;5;null;10;0;928.7;1016.7;22.6;20.3;19.2;81;14;2.8;50
2013-10-25;1200;null;5;null;10;0;931.3;1020.2;20;18.3;17.4;85;14;3.6;20
2013-10-25;1800;null;5;null;10;0;928.8;1017.2;23;19.7;18.1;74;14;4.3;50
2013-10-26;0000;null;5;null;10;0;929.8;1018.9;19.6;18.1;17.4;87;14;4.8;50
2013-10-26;1200;null;5;null;10;0;927.4;1016;21.8;18.9;18.3;76;5;3.6;50
2013-10-26;1800;0;2;3;4;0;921.9;1009.2;30.5;20.9;15.8;41;5;4;70
2013-10-27;0000;0;0;3;8;0;923.3;1019;25.6;21.9;20.2;72;14;.7;50
2013-10-27;1200;null;5;null;10;0;922.4;1009.5;26.8;20.5;16.7;54;32;1.6;60
2013-10-27;1800;null;5;null;10;.2;922.8;1010.6;19.2;16.3;14.2;73;14;3.1;70
2013-10-28;0000;null;5;null;10;0;925.6;1014;17.7;15.1;13.5;76;14;3.1;20
2013-10-28;1200;0;2;3;8;0;927.5;1016.9;17.7;13.6;10.4;62;14;1.8;60
2013-10-28;1800;0;2;3;9;0;927.2;1016.4;18.4;14.5;11.7;65;14;4.3;60
2013-10-29;0000;0;1;3;5;0;927.5;1017.1;15.4;13.9;13.1;85;14;5.1;50
2013-10-29;1200;null;7;null;10;0;927.5;1017.1;16.4;13.4;10.9;70;14;3.3;20
2013-10-29;1800;null;5;null;10;0;926.5;1015.8;17.6;14.7;12.7;73;14;3;50
2013-10-30;0000;null;5;null;10;0;926.2;1015.7;15.8;14;12.7;82;14;4.5;50
2013-10-30;1200;null;5;null;10;0;927.4;1017;16.2;14.7;13.7;85;14;1.6;10
2013-10-30;1800;0;2;1;9;0;924.8;1019.2;22.4;17.1;14;59;23;3.6;50
2013-10-31;0000;7;5;6;8;0;925.7;1015.1;17.2;14.9;13.3;78;14;3.3;50
2013-10-31;1200;null;5;null;10;0;928.3;1017.7;18.2;16;14.5;79;14;3.6;50
2013-10-31;1800;null;5;null;10;0;926.2;1015.2;19.8;17.3;15.7;78;14;4.3;20
2013-11-01;0000;null;7;null;10;0;928;1016;17;15.7;15;88;14;4.8;20
2013-11-01;1200;null;5;null;10;0;928.9;1018.4;18.2;15.7;14.1;77;9;2.1;50
2013-11-01;1800;null;5;null;10;0;927.4;1017.4;22.6;18.3;15.7;65;18;4.1;50
2013-11-02;0000;null;5;null;10;0;927.8;1017;18.7;16.5;15.2;80;18;3.3;50
2013-11-02;1200;0;1;1;6;0;928.5;1017.6;21;16.8;13.9;64;18;5;60
2013-11-02;1800;0;2;1;8;0;924.7;1012.7;28;19.3;14.3;43;23;3;70
2013-11-03;0000;0;0;0;0;0;926.2;1014.8;20;17.8;16;78;14;1.6;50
2013-11-03;1200;2;4;2;7;0;925.6;1013.9;23.6;19.1;16.6;65;5;3;60
2013-11-03;1800;0;1;0;6;0;921.3;1008.5;31.8;21.2;15.7;38;27;1;70
2013-11-04;0000;0;0;0;0;0;922.3;1009.7;25.4;19.7;16.9;59;18;1.1;50
2013-11-04;1200;null;5;null;10;0;922.5;1010;22.3;17.9;15.2;64;18;2;20
2013-11-04;1800;null;5;null;10;3.8;921;1008.6;20.4;19.5;18.9;91;18;1.1;5
2013-11-05;0000;null;5;null;10;25.8;924.2;1012.7;17.5;16.7;16.2;92;23;4.3;50
2013-11-05;1200;null;5;null;10;2.2;926.5;1015.7;17.2;15.8;15;87;18;3.3;50
2013-11-05;1800;null;5;null;10;0;926.8;1016.2;17.2;15.3;14.1;82;14;3.1;50
2013-11-06;0000;null;5;null;10;0;928.8;1018.4;15.6;15.2;14.1;95;14;1.8;10
2013-11-06;1200;null;5;null;10;.2;930.6;1020.6;15;13.8;13;88;14;3.6;20
2013-11-06;1800;null;5;null;10;5.6;929.4;1019.7;16;15.2;14.5;91;14;3.3;10
2013-11-07;0000;null;5;null;10;3.4;929.9;1019.9;15;14.4;14;94;18;2.5;20
2013-11-07;1200;null;7;null;10;9;929.8;1019.6;17.2;16.4;15.9;92;18;1.6;50
2013-11-07;1800;null;7;null;10;0;927.5;1017.1;20.2;17.9;16.4;79;14;3.3;20
2013-11-08;0000;null;7;null;10;0;927.7;1017.1;17.8;16.3;15.4;86;14;2.5;50
2013-11-08;1200;null;5;null;10;0;926.9;1016;19.5;16.8;15.2;76;18;1.6;50
2013-11-08;1800;0;2;0;7;0;924;1012.4;24.8;18.6;14.9;54;18;4.6;50
2013-11-09;0000;null;5;null;10;0;924.9;1013.6;19.1;16.8;14.4;79;18;2.6;20
2013-11-09;1200;0;0;0;0;0;924;1012.9;20.5;17.7;17.3;76;5;2.5;60
2013-11-09;1800;2;2;1;9;0;922;1009.6;28.4;19.2;13.5;40;23;3.3;50
2013-11-10;0000;0;0;0;0;0;923.7;1011.9;22.6;19;17.1;71;18;1.5;50
2013-11-10;1200;0;0;0;0;0;923.5;1011.6;21.8;19.1;17.8;78;5;2.1;50
2013-11-10;1800;8;2;7;8;0;920.3;1007.4;32;21.1;15.1;36;23;2.1;60
2013-11-11;0000;0;0;0;0;0;922.9;1009.5;25.5;20.3;17.4;61;0;0;50
2013-11-11;1200;1;0;1;4;0;921.6;1008.6;27.2;21.8;19;61;18;3;60
2013-11-11;1800;7;2;1;6;0;918.8;1005.3;33.7;22.3;16.6;36;32;3.3;60
2013-11-12;0000;0;7;0;2;0;919.3;1005.7;28.7;21.7;18.2;53;27;2.5;60
2013-11-12;1200;2;2;2;8;0;921.4;1008;27.3;21.1;17.8;56;32;5;60
2013-11-12;1800;7;5;7;9;0;920;1006.9;28.1;22.8;20;62;27;3.6;70
2013-11-13;0000;0;2;0;6;0;924.2;1011.7;24.4;22.2;21.3;83;32;3.3;50
2013-11-13;1200;0;1;0;4;0;929.5;1018.1;23;15.8;10.4;45;14;5;70
2013-11-13;1800;0;1;2;4;0;927.9;1016.1;25.2;16.7;10.6;40;9;5.8;70
2013-11-14;0000;0;0;0;0;0;929.8;1018.8;17.9;12.3;7.6;51;9;6.6;50
2013-11-14;1200;0;1;0;2;0;929.8;1018.9;21.8;13.7;6.9;38;9;4.1;70
2013-11-14;1800;0;1;1;2;0;927.2;1015.9;24.7;18.1;14.2;52;14;5;60
2013-11-15;0000;0;1;1;2;0;928.1;1017;18;15.7;14.3;79;9;3.3;50
2013-11-15;1200;0;0;0;0;0;927;1015.8;22.4;17.7;15;63;5;3.3;70
2013-11-15;1800;0;2;0;8;0;923.6;1011.5;29.7;19.2;12.6;35;32;3.6;70
2013-11-16;0000;0;5;0;6;0;924.1;1011.9;24.7;20.5;18.4;68;0;0;50
2013-11-16;1200;5;2;2;8;0;924.4;1011.7;27.5;19.8;15.5;48;36;2.5;70
2013-11-16;1800;6;2;2;9;0;921.6;1008.7;28.7;19.1;13;38;27;5;70
2013-11-17;0000;null;5;null;10;0;924.7;1012.3;22.3;20.3;19.5;84;14;2.6;50
2013-11-17;1200;null;7;null;10;4;926.4;1015.2;17;16.1;15.5;91;14;3;10
2013-11-17;1800;null;5;null;10;1.6;924.7;1013.4;19.4;17.1;15.9;80;9;3.3;60
2013-11-18;0000;null;5;null;10;0;925.9;1015.1;17.6;16.1;15.2;86;9;4.1;50
2013-11-18;1200;null;5;null;10;0;926.1;1015;20.1;17.4;15.7;76;5;3;60
2013-11-18;1800;null;5;null;10;0;923.4;1012;25.8;19.7;16.4;56;32;3;60
2013-11-19;0000;null;5;null;10;0;925.5;1014.2;19.5;18.1;16.1;86;14;2.5;20
2013-11-19;1200;0;1;1;2;0;925.7;1013.9;25.2;20.9;18.6;67;14;1.3;60
2013-11-19;1800;null;5;null;10;0;923.7;1011.5;24.8;21.1;19.2;71;14;3;60
2013-11-20;0000;7;7;1;7;8.8;924.6;1012.4;23.1;20.3;18.8;77;27;1;50
2013-11-20;1200;7;7;7;8;0;926.6;1014.4;26.6;20.9;17.4;57;32;2.3;60
2013-11-20;1800;2;2;1;7;0;924.6;1011.6;32.3;22.1;17.1;40;23;2.6;70
2013-11-21;0000;null;5;null;10;10.6;926.3;1014;23.5;20.5;19.1;76;23;.8;50
2013-11-21;1200;7;6;7;6;2.8;924.4;1011.9;26.2;21.3;18.8;64;32;1;60
2013-11-21;1800;null;5;null;10;0;920.3;1006.8;30.6;21.5;17;44;23;4.1;60
2013-11-22;0000;null;7;null;10;0;923.1;1010.5;24.2;20.7;19.1;73;23;3.3;50
2013-11-22;1200;null;7;null;10;.6;922.8;1010.8;19.6;18.2;17.4;87;14;2;20
2013-11-22;1800;null;7;null;10;2.4;920.9;1008.9;21;19;18;83;14;2.3;10
2013-11-23;0000;null;7;null;10;.4;922.8;1011.3;19;17.9;17.1;89;9;4;10
2013-11-23;1200;null;5;null;10;1.4;923.8;1012.5;19.2;18.3;17.7;91;23;2;20
2013-11-23;1800;null;7;null;10;5.2;923.8;1012.4;19.2;18.5;18;93;14;3.5;20
2013-11-24;0000;null;5;null;10;1.8;924.6;1013.3;18.8;17.7;16.8;89;14;4.1;50
2013-11-24;1200;null;5;null;10;0;926;1014.9;19.4;18.1;16.2;87;14;4.1;60
2013-11-24;1800;null;5;null;10;0;925.2;1013.7;20.9;19.3;18.6;86;14;4.1;50
2013-11-25;0000;null;5;null;10;17;926.1;1015;18.9;18.5;18.2;96;9;3.3;20
2013-11-25;1200;null;7;null;10;2.6;927.2;1016.2;19.6;18.9;18.6;94;5;1.6;10
2013-11-25;1800;null;7;null;10;8.6;925.5;1014.3;20.4;19.7;19.4;92;9;.3;10
2013-11-26;0000;null;7;null;10;4.4;925.2;1014;18.2;17.8;17.6;96;9;3.3;10
2013-11-26;1200;null;7;null;10;0;924;1012.7;20.2;18.3;17.2;82;14;4.1;60
2013-11-26;1800;null;5;null;10;1.4;921.6;1010;21;19.7;18.8;87;14;4.5;50
2013-11-27;0000;null;5;null;10;0;921.3;1009.5;19.8;18.5;17.8;88;14;1.5;50
2013-11-27;1200;null;7;null;10;0;919.6;1007.7;20.6;18.7;18.2;84;9;2.5;60
2013-11-27;1800;7;2;7;7;0;918.1;1005.5;28;21.3;16.6;55;32;2.1;70
2013-11-28;0000;7;6;7;8;0;919.2;1007;21.4;19.6;18.8;85;9;2.1;50
2013-11-28;1200;0;1;0;3;0;920.5;1007.8;26.2;21.4;18.6;63;36;2.6;70
2013-11-28;1800;0;5;3;7;0;918.4;1005.2;30.6;21.5;17.1;44;32;2.3;70
2013-11-29;0000;0;0;0;3;0;921.4;1008.5;24.6;20;17.6;65;9;2.6;50
2013-11-29;1200;7;5;7;8;0;924.3;1011.9;23;20.1;18.7;77;5;2.1;50
2013-11-29;1800;7;2;7;7;0;920.4;1007.8;31.5;21.9;16.5;41;5;1.1;50
2013-11-30;0000;null;5;null;10;0;924.5;1013.6;20.9;19.4;18.7;87;14;4.1;20
2013-11-30;1200;null;5;null;10;0;926.5;1014.9;22.3;20.1;19.2;82;14;2.8;50
2013-11-30;1800;null;7;null;10;0;924.9;1013.1;23.8;20.6;19.1;75;14;4.5;50
2013-12-01;0000;null;5;null;10;0;926.7;1015.2;21;19.6;18.8;87;14;3.3;50
2013-12-01;1200;null;5;null;10;0;926.5;1015;22.8;20.7;20;84;14;2.5;20
2013-12-01;1800;null;5;null;10;0;925.2;1013.2;23.6;20.7;19.3;77;14;4.8;50
2013-12-02;0000;null;5;null;10;0;925.6;1013.9;21.4;19.6;18.8;85;14;3.3;50
2013-12-02;1200;0;5;3;9;0;923.1;1011;24;20.7;19.1;74;9;1.6;50
2013-12-02;1800;0;2;3;6;0;919.9;1006.8;29.2;22.3;19.2;55;32;4.1;60
2013-12-03;0000;null;5;null;10;1.2;920.8;1008.2;23.9;21.7;20.8;83;0;0;50
2013-12-03;1200;0;2;0;6;0;922.4;1009.7;25.7;21.7;19.8;70;32;1.6;70
2013-12-03;1800;0;1;3;6;0;920.7;1007.6;30.1;19.9;13.9;37;32;4.8;70
2013-12-04;0000;0;0;0;0;0;922.2;1009.5;23.8;20.8;19.3;76;14;2.8;50
2013-12-04;1200;0;6;3;8;0;923.3;1011.3;24.3;21.1;19.6;75;5;4.1;50
2013-12-04;1800;0;2;4;6;0;921.1;1007.8;32.7;20.3;12.9;30;27;4.3;70
2013-12-05;0000;0;0;0;0;0;921.5;1008.7;26.3;22.5;21;72;0;0;10
2013-12-05;1200;7;5;7;7;0;920.3;1007;27.6;22.4;19.7;62;32;4.1;60
2013-12-05;1800;null;5;null;10;0;918.5;1004.9;32.5;22.1;17.9;42;32;4.1;60
2013-12-06;0000;null;5;null;10;24.6;924.2;1012;19.2;18.2;17.7;91;23;1.1;50
2013-12-06;1200;null;7;null;10;0;923.5;1011.8;22.9;18.3;15.7;64;23;3.3;70
2013-12-06;1800;null;2;3;8;0;922.8;1010.8;25.5;20.1;17.3;60;14;4.1;70
2013-12-07;0000;0;4;7;7;0;923.7;1011.8;20.8;18.2;16.8;78;14;3.3;50
2013-12-07;1200;1;2;2;6;0;924.4;1012.6;22.6;19.3;17.7;74;5;4.6;60
2013-12-07;1800;null;5;null;10;0;923;1011;25.2;21.5;19.8;72;14;5.8;10
2013-12-08;0000;null;5;null;10;0;924.6;1012.8;20.9;18.9;18;83;23;2.8;5
2013-12-08;1200;4;2;3;7;0;925.4;1013.7;24.4;20.7;18.8;71;14;1.6;70
2013-12-08;1800;null;5;null;10;0;923.1;1010.7;27.5;22.9;20.7;66;23;5;50
2013-12-09;0000;null;5;null;10;0;924.6;1012.4;23.2;20.5;19.1;78;14;2.6;10
2013-12-09;1200;1;4;1;4;0;924.1;1011.6;27.1;22;19.5;63;32;2.5;70
2013-12-09;1800;0;2;3;7;0;921.1;1008;32.6;24.5;21.1;51;32;3.3;70
2013-12-10;0000;null;5;null;10;0;921.7;1008.6;26.7;20.7;17.5;57;32;5;50
2013-12-10;1200;null;7;null;10;4.8;923.2;1010.6;22.8;20.9;20.1;85;32;3;60
2013-12-10;1800;null;7;null;10;1;921.3;1008.6;25.4;22;20.2;74;32;1.8;60
2013-12-11;0000;null;5;null;10;.2;922.1;1009.9;21.8;20.3;19.2;85;14;4;50
2013-12-11;1200;null;7;null;10;1.2;922.6;1010.8;20.7;18.8;17.9;84;23;2;20
2013-12-11;1800;null;5;null;10;0;921.6;1009.7;21.2;19;17.8;81;14;3.3;20
2013-12-12;0000;null;7;null;10;0;923.5;1012;18.8;17.7;16.9;89;9;4.1;10
2013-12-12;1200;null;5;null;10;0;924;1012.6;20.5;17.9;16.4;77;14;3.1;50
2013-12-12;1800;null;5;null;10;0;923;1011.2;22.7;18.9;16.8;69;14;3.5;50
2013-12-13;0000;null;5;null;10;0;924.2;1012.8;18.8;17.1;16.2;85;14;3;50
2013-12-13;1200;null;5;null;10;0;923.8;1012.4;19.8;16.9;15.2;75;14;4.1;60
2013-12-13;1800;0;5;0;8;0;922;1010;25;19.6;16.7;60;9;4.1;60
2013-12-14;0000;null;5;null;10;0;923;1011.5;19.6;17.1;15.7;78;14;3.3;50
2013-12-14;1200;7;5;7;8;0;923.9;1017.4;22.9;19.3;12.2;71;9;1.6;60
2013-12-14;1800;0;1;3;8;0;922.4;1010.2;26.3;21.1;18.5;62;23;4;50
2013-12-15;0000;0;0;3;8;0;923.1;1011.1;21;18.3;17.2;79;5;3.6;50
2013-12-15;1200;0;0;0;0;0;923.3;1011.3;24;19.2;16.5;63;14;2.8;70
2013-12-15;1800;0;2;3;5;0;921.2;1008.4;29.1;20.7;16;45;14;2.6;60
2013-12-16;0000;0;2;0;3;0;921.5;1009.4;19.5;18;17.2;86;14;3.3;50
2013-12-16;1200;0;1;0;7;0;923;null;23.3;18.6;15.9;63;9;2.5;50
2013-12-16;1800;null;7;null;10;0;921.3;1009.1;25.8;20.1;17.2;59;14;2.8;20
2013-12-17;0000;0;0;3;5;0;922.2;1010.2;19.3;16.1;14.2;72;14;5;50
2013-12-17;1200;0;5;0;8;0;922.6;1010.8;22.2;16.8;13.3;57;5;4.1;60
2013-12-17;1800;0;2;0;4;0;920.9;1008.7;25.4;18.5;14.5;51;14;4.5;60
2013-12-18;0000;null;7;null;10;0;921.2;1009.3;19.2;16.5;14.7;75;14;3.3;50
2013-12-18;1200;0;2;0;8;0;921.6;1009.8;22.2;18.1;15.9;67;9;3.3;70
2013-12-18;1800;null;5;null;10;0;920.2;1008;24.2;20;17;68;9;5;50
2013-12-19;0000;0;1;0;7;0;921.7;1009.8;19.7;17.2;15.8;78;9;4.6;50
2013-12-19;1200;null;7;null;10;0;921.2;1009.3;21.4;18.7;17.4;78;14;2.3;60
2013-12-19;1800;null;7;null;10;0;920.4;1008.1;25.8;20;16.9;58;14;4.1;60
2013-12-20;0000;null;7;null;10;0;920.5;1008.4;20.8;18.1;16.6;77;14;6.6;60
2013-12-20;1200;7;4;3;9;0;920.8;1008.8;21.6;18.5;16.8;74;18;2.3;60
2013-12-20;1800;0;2;0;8;0;919.6;1007.1;26;20.3;17.4;59;14;4.1;70
2013-12-21;0000;null;5;null;10;0;920.7;1008.6;20.6;18.5;17.4;82;14;4.6;50
2013-12-21;1200;null;5;null;10;0;921.2;1009;23.5;19.4;17;67;14;2.5;60
2013-12-21;1800;0;1;0;8;0;919.4;1006.9;25.6;19.9;16.7;58;14;4.6;70
2013-12-22;0000;0;5;0;8;0;921.4;1009.2;20.6;18.3;17.2;81;9;3.3;50
2013-12-22;1200;0;1;0;5;0;920.6;1008.3;24.5;18.7;15.4;57;9;3.3;70
2013-12-22;1800;0;2;0;8;0;918.9;1006.3;26.3;20.6;17.9;60;14;5.1;60
2013-12-23;0000;null;7;null;10;0;921.1;1008.7;21.2;18.7;17.4;79;9;4.3;20
2013-12-23;1200;null;7;null;10;0;921.7;1009.6;23.2;19.2;17.2;69;23;3.1;60
2013-12-23;1800;null;7;null;10;0;921.2;1009;24.8;21.5;19.8;74;14;4;70
2013-12-24;0000;0;1;9;7;0;921.3;1009.1;20.9;18.5;17.3;80;18;1.6;50
2013-12-24;1200;0;5;3;9;0;921.4;1009.2;23.4;19.7;17.8;71;14;1;60
2013-12-24;1800;null;5;null;10;0;920.1;1007.2;26.4;20.9;18.3;61;14;3.5;60
2013-12-25;0000;null;5;null;10;0;921.8;1009.5;22.2;20.1;19;83;14;1.6;50
2013-12-25;1200;0;2;0;8;0;922.7;1010.4;25;21.7;20.3;75;32;2.5;70
2013-12-25;1800;null;5;null;10;0;921.7;1008.9;29.1;22.9;19.8;57;23;2.8;60
2013-12-26;0000;2;0;3;5;42.2;923;1010.7;22;21.5;21.2;95;0;0;50
2013-12-26;1200;0;5;0;3;0;924.1;1011.9;24.8;21.8;21.3;81;32;1.6;60
2013-12-26;1800;7;2;7;8;0;922.3;1009.1;32.7;22.1;15.5;38;14;2.1;70
2013-12-27;0000;0;0;4;1;0;923.2;1010.6;27;20.9;17.8;57;14;1.6;50
2013-12-27;1200;2;0;1;6;0;924;1011.1;26.4;21.7;19.5;66;14;1.8;60
2013-12-27;1800;0;2;6;8;0;922;1008.8;33.4;23.9;19.8;45;14;3.6;50
2013-12-28;0000;0;0;3;1;0;922.5;1009.4;27.4;18.4;12.6;40;14;3.1;50
2013-12-28;1200;8;2;0;8;0;923.7;1010.8;27;22.6;20.6;68;32;4.1;70
2013-12-28;1800;8;2;0;8;0;925.8;1012.9;31.5;23.3;19;48;32;4.5;70
2013-12-29;0000;null;5;null;10;.7;923.2;1010.6;23.3;21.3;20.4;84;5;1;50
2013-12-29;1200;null;5;null;10;7.2;923.9;1011.7;24.1;21.3;19.8;77;32;3.3;70
2013-12-29;1800;7;5;9;8;0;921.3;1008.4;30.3;22.5;18.7;50;27;3.3;60
2013-12-30;0000;7;5;7;8;0;922.1;1009.3;24.5;21.5;20;76;14;2.3;50
2013-12-30;1200;null;5;null;10;0;923.4;1010.9;24.6;21.5;20.1;76;32;4;70
2013-12-30;1800;2;2;1;7;0;921.3;1008.2;28.1;22.3;19.4;59;32;4.3;70
2013-12-31;0000;0;0;7;8;0;922.5;1009.8;25;21.7;20.3;75;32;1.6;50
2013-12-31;1200;9;5;3;9;0;923.1;1010.5;25.1;21.2;19.2;70;32;5;70
2013-12-31;1800;0;2;0;8;0;921.2;1008;28.9;21.9;18.4;53;32;4.8;70
2014-01-01;0000;0;0;3;6;0;921.9;1009;26.4;21.7;19.5;66;32;3;50
2014-01-01;1200;0;2;3;9;0;923.6;1010.8;27;22.7;20.8;69;32;3.5;60
2014-01-01;1800;0;2;3;8;1;921.2;1008.2;26.7;23.1;21.8;74;32;3.1;60
2014-01-02;0000;0;0;7;9;0;923;1010.3;24.1;21.3;19.9;77;32;3.1;50
2014-01-02;1200;2;2;3;8;0;922.3;1009.9;24.6;21.3;19.7;74;5;4;70
2014-01-02;1800;0;2;9;7;0;919.2;1005.8;31.1;22.9;19.1;49;23;3.3;70
2014-01-03;0000;7;8;8;7;0;920.9;1007.8;28.3;22.7;20.1;61;32;1.6;50
2014-01-03;1200;0;6;7;4;0;923;1009.7;29.1;23;20;58;32;3.6;70
2014-01-03;1800;7;2;9;7;0;921.1;1008.1;34.9;22.9;22.6;49;27;3.3;70
2014-01-04;0000;null;5;null;10;0;924.5;1011.4;26.7;23.2;21.8;74;5;3.3;50
2014-01-04;1200;0;2;7;4;0;926.5;1013.7;28.7;22.5;19.3;57;18;2.5;70
2014-01-04;1800;null;5;null;10;.8;926.1;1013.5;26.8;23.1;21.8;74;14;5;60
2014-01-05;0000;null;5;null;10;1.8;928.1;1016;21.4;20.1;19.3;88;14;2.8;50
2014-01-05;1200;null;7;null;10;0;923;1010.9;24;21.5;20.3;80;14;3;60
2014-01-05;1800;null;5;null;10;14.4;926.2;1015;21.9;20.1;19.3;85;14;3.3;20
2014-01-06;0000;null;5;null;10;6;927.8;1016.1;22.2;20.9;20.5;90;23;2.3;50
2014-01-06;1200;7;6;7;10;0;927.7;1016;24;20.1;18.2;70;14;4.1;60
2014-01-06;1800;null;7;null;10;0;925.3;1012.7;30.9;22.3;17.6;45;14;3.1;20
2014-01-07;0000;0;5;3;9;0;927.2;1015.4;22.2;19.3;17.8;77;5;4.1;50
2014-01-07;1200;null;7;null;10;0;926.7;1014.8;24.4;20.5;18.6;70;5;3.6;60
2014-01-07;1800;4;4;3;8;0;924.7;1012.1;31.4;20.7;14.5;36;14;2.1;70
2014-01-08;0000;0;0;0;0;0;923.9;1011.5;24.3;21.5;20.2;78;23;1.6;50
2014-01-08;1200;0;1;3;4;0;925.8;1013.5;25.8;19.1;15.5;53;32;2.1;70
2014-01-08;1800;7;4;3;8;0;923.8;1011;30.8;21.3;16.4;42;32;3;70
2014-01-09;0000;null;7;null;10;0;923.8;1010.9;28.2;20.8;16.8;50;5;2.5;50
2014-01-09;1200;7;2;8;6;0;925.6;1012.9;26.2;21.3;18.8;64;5;4.1;50
2014-01-09;1800;0;2;1;8;0;923.8;1010.9;30.3;23.3;20.6;56;23;4.8;50
2014-01-10;0000;null;5;null;10;28.5;925.6;1013.4;22.5;20.8;20.1;86;14;1.8;50
2014-01-10;1200;7;5;7;10;0;926.4;1014.3;25.5;21.2;18.2;67;0;0;60
2014-01-10;1800;2;2;3;7;0;923.5;1010.5;32.5;21.3;15.1;35;32;1.8;60
2014-01-11;0000;null;5;null;10;1;924.9;1012.5;24;20.1;18.2;70;5;1.1;50
2014-01-11;1200;4;0;1;6;0;926.3;1013.9;27;21.7;19.1;62;14;.8;60
2014-01-11;1800;null;5;null;10;1.2;924.8;1012.4;26;20.1;17.1;58;14;1.6;50
2014-01-12;0000;0;0;4;6;0;926.3;1013.7;26.4;22;20;68;0;0;50
2014-01-12;1200;null;7;null;0;0;928.5;1016.7;20.8;18.3;17;79;36;1.6;70
2014-01-12;1800;0;2;4;4;0;926;1013.1;28.7;21.7;18.3;53;14;3.3;70
2014-01-13;0000;null;5;null;10;13.6;927.8;1016.3;23.3;21.3;20.3;83;14;2.5;50
2014-01-13;1200;7;1;9;10;0;929.1;1017.3;24.7;21.5;20.1;75;5;2.5;20
